6	6
8	8
16	12
12	10
4	6
10	14
14	14
14	12
8	10
12	10
10	10
12	12
8	10
6	6
18	18
6	8
8	8
6	6
6	6
10	8
12	12
12	8
12	12
10	10
8	12
14	12
8	10
12	12
6	10
10	8
12	16
8	8
8	6
8	8
12	12
8	8
10	8
8	8
6	6
12	14
12	16
8	6
10	10
16	18
8	8
10	8
8	12
12	14
6	8
8	10
12	12
8	8
18	16
8	12
8	6
8	8
6	10
12	8
8	10
6	8
10	10
2	2
4	8
6	6
12	10
14	12
10	10
12	16
10	10
12	10
6	6
10	16
10	8
12	10
6	4
8	6
10	12
8	8
10	8
10	10
8	8
8	8
10	10
8	10
10	10
8	10
4	4
8	12
8	10
6	6
10	10
12	16
6	10
6	6
12	12
14	14
8	8
8	8
6	4
8	8
12	8
10	10
10	12
6	8
16	18
8	10
8	8
6	6
8	8
12	8
6	10
8	12
6	6
8	8
8	12
16	12
8	8
4	8
16	16
12	4
8	8
12	12
10	12
6	6
14	8
6	8
12	10
6	10
4	10
8	12
6	8
8	14
8	8
8	6
10	8
12	12
6	6
8	6
8	8
12	16
4	6
10	8
10	10
8	8
10	10
6	10
10	10
6	10
14	14
10	6
6	8
6	6
8	12
10	10
10	6
4	6
8	10
8	8
8	10
10	8
8	14
8	8
8	8
12	8
10	12
8	10
8	10
6	4
6	6
8	6
14	12
10	8
12	10
6	8
8	8
10	10
12	10
2	6
6	10
4	4
12	8
4	4
6	10
12	12
6	10
16	16
12	10
8	6
10	10
8	6
10	12
10	10
10	12
10	4
14	14
10	8
10	8
8	10
6	4
10	10
8	10
12	8
10	6
14	12
8	8
10	10
10	10
10	14
10	10
6	6
12	12
4	8
6	8
6	8
12	10
8	12
10	10
10	10
12	8
4	8
10	10
8	6
12	12
8	8
8	6
8	8
8	8
8	8
8	8
12	10
8	10
10	10
6	6
8	8
6	4
18	18
6	8
12	12
6	12
8	12
8	12
8	8
8	10
10	16
6	12
8	8
6	8
10	8
12	10
18	12
12	12
6	10
10	10
4	6
8	8
14	12
6	4
4	12
10	12
12	12
10	8
10	8
6	6
8	10
12	12
4	6
14	12
8	8
10	10
8	10
16	12
6	6
18	12
10	10
4	10
4	4
16	14
6	8
6	8
16	18
14	4
10	12
10	10
6	10
8	10
4	4
8	10
14	16
8	8
8	12
6	8
8	8
10	8
12	12
6	4
10	12
12	8
6	12
8	8
6	6
