12	16
18	18
12	16
14	14
16	12
16	18
12	12
10	10
14	14
8	14
16	16
10	14
8	18
10	14
10	8
12	14
8	12
6	10
10	12
10	12
6	6
14	18
16	14
14	14
8	8
8	8
10	12
10	10
10	10
8	18
8	10
10	10
8	8
12	8
18	16
12	10
14	18
14	18
8	10
12	14
12	8
14	12
12	12
12	14
8	10
10	8
12	12
14	18
14	12
14	14
12	6
10	8
12	12
14	18
14	14
12	16
16	14
14	12
10	12
6	6
8	10
16	14
18	14
12	22
12	10
10	12
8	8
10	14
14	16
16	10
8	6
14	12
6	14
8	18
10	12
10	10
14	16
14	12
8	8
8	10
6	6
10	10
12	12
12	18
10	10
12	16
6	8
8	10
10	8
14	12
10	10
16	16
14	14
10	10
12	18
8	10
10	14
14	16
14	18
16	16
8	10
10	12
14	14
10	10
12	10
14	14
14	20
8	12
18	18
14	14
6	6
10	10
18	16
10	12
16	18
10	12
10	10
10	10
8	8
14	16
12	12
10	12
12	14
4	6
16	20
10	10
16	14
12	12
16	16
12	12
8	10
12	14
18	16
8	6
6	12
10	12
10	10
12	10
12	14
10	12
10	12
10	14
8	16
22	20
10	12
14	14
12	10
8	14
6	6
6	10
10	12
6	8
18	20
10	12
14	14
4	12
12	10
8	10
10	6
6	10
6	8
6	6
12	14
10	14
10	10
8	18
14	12
10	10
8	14
8	10
16	18
10	12
12	10
10	10
12	12
20	20
16	10
14	14
10	12
8	10
14	16
12	12
10	10
8	8
14	14
12	12
8	12
10	10
10	16
8	10
16	18
12	12
6	4
12	8
12	12
12	8
14	16
8	14
8	10
10	10
12	14
10	12
10	12
8	8
8	10
16	16
12	16
14	10
10	12
6	10
10	20
8	10
12	12
10	8
6	6
10	8
8	14
10	10
18	10
12	6
12	20
14	16
12	12
12	16
6	14
10	16
12	14
14	14
18	16
4	14
16	16
18	6
8	6
12	12
12	10
6	8
14	10
10	14
12	12
16	18
12	12
8	12
12	16
10	12
8	10
12	12
10	12
12	12
8	14
8	10
6	10
10	10
8	12
12	12
10	18
10	12
10	8
12	10
8	14
14	12
14	10
14	14
12	14
8	12
12	14
12	10
6	6
10	12
6	4
10	12
14	16
16	8
12	10
18	18
12	8
10	8
12	12
18	18
18	18
10	16
8	10
14	12
20	20
10	10
8	12
8	10
10	12
4	12
12	20
12	12
12	14
10	14
10	10
14	16
6	18
12	10
10	12
14	14
20	18
14	12
